title,paragraph,gold_label
The Dunwich horror,"""I tell ye, Mis' Corey, they's suthin' abroad as hadn't orter be abroad, an' I fer one think that black Wilbur Whateley, as come to the bad eend he desarved, is at the bottom of the breedin' of it. He wa'n't all human hisself, I allus says to everybody; an' I think he an' Ol' Whateley must a raised suthin' in that there nailed-up haouse as ain't even so human as he was. They's allus ben unseen things araound Dunwich--livin' things--as ain't human an' ain't good fer human folks.",low
The Dunwich horror,"The only persons who saw Wilbur during the first month of his life were old Zechariah Whateley, of the undecayed Whateleys, and Earl Sawyer's common-law wife, Mamie Bishop. Mamie's visit was frankly one of curiosity, and her subsequent tales did justice to her observations; but Zechariah came to lead a pair of Alderney cows which Old Whateley had bought of his son Curtis. This marked the beginning of a course of cattle-buying on the part of small Wilbur's family which ended only in 1928, when the Dunwich horror came and went; yet at no time did the ramshackle Whateley barn seem over-crowded with livestock. There came a period when people were curious enough to steal up and count the herd that grazed precariously on the steep hillside above the old farmhouse, and they could never find more than ten or twelve anemic, bloodless-looking specimens. Evidently some blight or distemper, perhaps sprung from the unwholesome pasturage or the diseased fungi and timbers of the filthy barn, caused a heavy mortality amongst the Whateley animals. Odd wounds or sores, having something of the aspect of incisions, seemed to afflict the visible cattle; and once or twice during the earlier months certain callers fancied they could discern similar sores about the throats of the gray, unshaven old man and his slatternly, crinkly-haired albino daughter.",none
The Dunwich horror,"Early in August the half-expected outcome developed, and in the small hours of the third Dr. Armitage was awakened suddenly by the wild, fierce cries of the savage watchdog on the college campus. Deep and terrible, the snarling, half-mad growls and barks continued; always in mounting volume, but with hideously significant pauses. Then there rang out a scream from a wholly different throat--such a scream as roused half the sleepers of Arkham and haunted their dreams ever afterward--such a scream as could come from no being born of earth, or wholly of earth.",none
The Dunwich horror,"Nor is it to be thought [ran the text as Armitage mentally     translated it] that man is either the oldest or the last of earth's     masters, or that the common bulk of life and substance walks alone.     The Old Ones were, the Old Ones are, and the Old Ones shall be. Not     in the spaces we know, but _between_ them. They walk serene and     primal, undimensioned and to us unseen. _Yog-Sothoth_ knows the     gate. _Yog-Sothoth_ is the gate. _Yog-Sothoth_ is the key and     guardian of the gate. Past, present, future, all are one in     _Yog-Sothoth_. He knows where the Old Ones broke through of old,     and where They shall break through again. He knows where They have     trod earth's fields, and where They still tread them, and why no     one can behold Them as They tread. By Their smell can men sometimes     know Them near, but of Their semblance can no man know, _saving     only in the features of those They have begotten on mankind_; and     of those are there many sorts, differing in likeness from man's     truest eidolon to that shape without sight or substance which is     _They_. They walk unseen and foul in lonely places where the Words     have been spoken and the Rites howled through at their Seasons.     The wind gibbers with Their voices, and the earth mutters with     Their consciousness. They bend the forest and crush the city, yet     may not forest or city behold the hand that smites. Kadath in the     cold waste hath known Them, and what man knows Kadath? The ice     desert of the South and the sunken isles of Ocean hold stones     whereon Their seal is engraven, but who hath seen the deep frozen     city or the sealed tower long garlanded with seaweed and barnacles?     Great Cthulhu is Their cousin, yet can he spy Them only dimly. _Iä     Shub-Niggurath!_ As a foulness shall ye know Them. Their hand is at     your throats, yet ye see Them not; and Their habitation is even one     with your guarded threshold. _Yog-Sothoth_ is the key to the gate,     whereby the spheres meet. Man rules now where They ruled once; They     shall soon rule where man rules now. After summer is winter, and     after winter summer. They wait patient and potent, for here shall     They reign again.",none
The Dunwich horror,"The following months were void of visible events, save that everyone swore to a slow but steady increase in the mysterious hill noises. On May Eve of 1915 there were tremors which even the Aylesbury people felt, whilst the following Hallowe'en produced an underground rumbling queerly synchronized with bursts of flame--""them witch Whateleys' doin's""--from the summit of Sentinel Hill. Wilbur was growing up uncannily, so that he looked like a boy of ten as he entered his fourth year. He read avidly by himself now; but talked much less than formerly. A settled taciturnity was absorbing him, and for the first time people began to speak specifically of the dawning look of evil in his goatish face. He would sometimes mutter an unfamiliar jargon, and chant in bizarre rhythms which chilled the listener with a sense of unexplainable terror. The aversion displayed toward him by dogs had now become a matter of wide remark, and he was obliged to carry a pistol in order to traverse the countryside in safety. His occasional use of the weapon did not enhance his popularity amongst the owners of canine guardians.",none
The Dunwich horror,"All at once the dog started up abruptly, gave a frightened bark, and leaped nervously out the window by which it had entered. A cry rose from the crowd, and Dr. Armitage shouted to the men outside that no one must be admitted till the police or medical examiner came. He was thankful that the windows were just too high to permit of peering in, and drew the dark curtains carefully down over each one. By this time two policemen had arrived; and Dr. Morgan, meeting them in the vestibule, was urging them for their own sakes to postpone entrance to the stench-filled reading-room till the examiner came and the prostrate thing could be covered up.",none
The Dunwich horror,"Morning found Dr. Armitage in a cold sweat of terror and a frenzy of wakeful concentration. He had not left the manuscript all night, but sat at his table under the electric light turning page after page with shaking hands as fast as he could decipher the cryptic text. He had nervously telephoned his wife he would not be home, and when she brought him a breakfast from the house he could scarcely dispose of a mouthful. All that day he read on, now and then halted maddeningly as a reapplication of the complex key became necessary. Lunch and dinner were brought him, but he ate only the smallest fraction of either. Toward the middle of the next night he drowsed off in his chair, but soon woke out of a tangle of nightmares almost as hideous as the truths and menaces to man's existence that he had uncovered.",low
The Dunwich horror,"When Wilbur was a year and seven months old--in September of 1914--his size and accomplishments were almost alarming. He had grown as large as a child of four, and was a fluent and incredibly intelligent talker. He ran freely about the fields and hills, and accompanied his mother on all her wanderings. At home he would pore diligently over the queer pictures and charts in his grandfather's books, while Old Whateley would instruct and catechize him through long, hushed afternoons. By this time the restoration of the house was finished, and those who watched it wondered why one of the upper windows had been made into a solid plank door. It was a window in the rear of the east gable end, close against the hill; and no one could imagine why a cleated wooden runway was built up to it from the ground. About the period of this work's completion people noticed that the old tool-house, tightly locked and windowlessly clapboarded since Wilbur's birth, had been abandoned again. The door swung listlessly open, and when Earl Sawyer once stepped within after a cattle-selling call on Old Whateley he was quite discomposed by the singular odor he encountered--such a stench, he averred, as he had never before smelt in all his life except near the Indian circles on the hills, and which could not come from anything sane or of this earth. But then, the homes and sheds of Dunwich folk have never been remarkable for olfactory immaculateness.",low
The Dunwich horror,"That Hallowe'en the hill noises sounded louder than ever, and fire burned on Sentinel Hill as usual, but people paid more attention to the rhythmical screaming of vast flocks of unnaturally belated whippoorwills which seemed to be assembled near the unlighted Whateley farmhouse. After midnight their shrill notes burst into a kind of pandemoniac cachinnation which filled all the countryside, and not until dawn did they finally quiet down. Then they vanished, hurrying southward where they were fully a month overdue. What this meant, no one could quite be certain till later. None of the countryfolk seemed to have died--but poor Lavinia Whateley, the twisted albino, was never seen again.",none
The Dunwich horror,"These tales, of course, are obsolete and ridiculous; because they come down from very old times. Dunwich is indeed ridiculously old--older by far than any of the communities within thirty miles of it. South of the village one may still spy the cellar walls and chimney of the ancient Bishop house, which was built before 1700; whilst the ruins of the mill at the falls, built in 1806, form the most modern piece of architecture to be seen. Industry did not flourish here, and the Nineteenth Century factory movement proved short-lived. Oldest of all are the great rings of rough-hewn stone columns on the hilltops, but these are more generally attributed to the Indians than to the settlers. Deposits of skulls and bones, found within these circles and around the sizable table-like rock on Sentinel Hill, sustain the popular belief that such spots were once the burial-places of the Pocumtucks; even though many ethnologists, disregarding the absurd improbability of such a theory, persist in believing the remains Caucasian.",none
The Dunwich horror,"By that noon fully three-quarters of the men and boys of Dunwich were trooping over the roads and meadows between the new-made Whateley ruins and Cold Spring Glen; examining in horror the vast, monstrous prints, the maimed Bishop cattle, the strange, noisome wreck of the farmhouse, and the bruised, matted vegetation of the fields and road-sides. Whatever had burst loose upon the world had assuredly gone down into the great sinister ravine; for all the trees on the banks were bent and broken, and a great avenue had been gouged in the precipice-hanging underbrush. It was as though a house, launched by an avalanche, had slid down through the tangled growths of the almost vertical slope. From below no sound came, but only a distant, undefinable fetor; and it is not to be wondered at that the men preferred to stay on the edge and argue, rather than descend and beard the unknown Cyclopean horror in its lair. Three dogs that were with the party had barked furiously at first, but seemed cowed and reluctant when near the glen. Someone telephoned the news to the _Aylesbury Transcript_; but the editor, accustomed to wild tales from Dunwich, did no more than concoct a humorous paragraph about it; an item soon afterward reproduced by the Associated Press.",none
The Dunwich horror,"Lavinia was one who would be apt to mutter such things, for she was a lone creature given to wandering amidst thunderstorms in the hills and trying to read the great odorous books which her father had inherited through two centuries of Whateleys, and which were fast falling to pieces with age and worm-holes. She had never been to school, but was filled with disjointed scraps of ancient lore that Old Whateley had taught her. The remote farmhouse had always been feared because of Old Whateley's reputation for black magic, and the unexplained death by violence of Mrs. Whateley when Lavinia was twelve years old had not helped to make the place popular. Isolated among strange influences, Lavinia was fond of wild and grandiose daydreams and singular occupations; nor was her leisure much taken up by household cares in a home from which all standards of order and cleanliness had long since disappeared.",low
The Dunwich horror,"Above the waist it was semi-anthropomorphic; though its chest, where the dog's rending paws still rested watchfully, had the leathery, reticulated hide of a crocodile or alligator. The back was piebald with yellow and black, and dimly suggested the squamous covering of certain snakes. Below the waist, though, it was the worst; for here all human resemblance left off and sheer fantasy began. The skin was thickly covered with coarse black fur, and from the abdomen a score of long greenish-gray tentacles with red sucking mouths protruded limply. Their arrangement was odd, and seemed to follow the symmetries of some cosmic geometry unknown to earth or the solar system. On each of the hips, deep set in a kind of pinkish, ciliated orbit, was what seemed to be a rudimentary eye; whilst in lieu of a tail there depended a kind of trunk or feeler with purple annular markings, and with many evidences of being an undeveloped mouth or throat. The limbs, save for their black fur, roughly resembled the hind legs of prehistoric earth's giant saurians; and terminated in ridgy-veined pads that were neither hooves nor claws. When the thing breathed, its tail and tentacles rhythmically changed color, as if from some circulatory cause normal to the non-human side of its ancestry. In the tentacles this was observable as a deepening of the greenish tinge, whilst in the tail it was manifest as a yellowish appearance which alternated with a sickly grayish-white in the spaces between the purple rings. Of genuine blood there was none; only the fetid greenish-yellow ichor which trickled along the painted floor beyond the radius of the stickiness, and left a curious discoloration behind it.",none
The Dunwich horror,"Meanwhile Old Whateley continued to buy cattle without measurably increasing the size of his herd. He also cut timber and began to repair the unused parts of his house--a spacious, peaked-roofed affair whose rear end was buried entirely in the rocky hillside, and whose three least-ruined ground-floor rooms had always been sufficient for himself and his daughter. There must have been prodigious reserves of strength in the old man to enable him to accomplish so much hard labor; and though he still babbled dementedly at times, his carpentry seemed to show the effects of sound calculation. It had really begun as soon as Wilbur was born, when one of the many tool-sheds had been put suddenly in order, clapboarded, and fitted with a stout fresh lock. Now, in restoring the abandoned upper story of the house, he was a no less thorough craftsman. His mania showed itself only in his tight boarding-up of all the windows in the reclaimed section--though many declared that it was a crazy thing to bother with the reclamation at all. Less inexplicable was his fitting-up of another downstairs room for his new grandson--a room which several callers saw, though no one was ever admitted to the closely-boarded upper story. This chamber he lined with tall, firm shelving; along which he began gradually to arrange, in apparently careful order, all the rotting ancient books and parts of books which during his own day had been heaped promiscuously in odd corners of the various rooms.",none
The Dunwich horror,"Without warning came those deep, cracked, raucous vocal sounds which will never leave the memory of the stricken group who heard them. Not from any human throat were they born, for the organs of man can yield no such acoustic perversions. Rather would one have said they came from the pit itself, had not their source been so unmistakably the altar-stone on the peak. It is almost erroneous to call them _sounds_ at all, since so much of their ghastly, infra-bass timbre spoke to dim seats of consciousness and terror far subtler than the ear; yet one must do so, since their form was indisputably though vaguely that of half-articulate _words_. They were loud--loud as the rumblings and the thunder above which they echoed--yet did they come from no visible being. And because imagination might suggest a conjectural source in the world of non-visible beings, the huddled crowd at the mountain's base huddled still closer, and winced as if in expectation of a blow.",low
The Dunwich horror,"Friday morning Armitage, Rice and Morgan set out by motor for Dunwich, arriving at the village about 1 in the afternoon. The day was pleasant, but even in the brightest sunlight a kind of quiet dread and portent seemed to hover about the strangely domed hills and the deep, shadowy ravines of the stricken region. Now and then on some mountain top a gaunt circle of stones could be glimpsed against the sky. From the air of hushed fright at Osborn's store they knew something hideous had happened, and soon learned of the annihilation of the Elmer Frye house and family. Throughout that afternoon they rode around Dunwich, questioning the natives concerning all that had occurred, and seeing for themselves with rising pangs of horror the drear Frye ruins with their lingering traces of the tarry stickiness, the blasphemous tracks in the Frye yard, the wounded Seth Bishop cattle, and the enormous swaths of disturbed vegetation in various places. The trail up and down Sentinel Hill seemed to Armitage of almost cataclysmic significance, and he looked long at the sinister altarlike stone on the summit.",low
The Dunwich horror,"It was still gruesomely dark when, not much over an hour later, a confused babel of voices sounded down the road. Another moment brought to view a frightened group of more than a dozen men, running, shouting, and even whimpering hysterically. Someone in the lead began sobbing out words, and the Arkham men started violently when those words developed a coherent form.",none
The Dunwich horror,"Darkness fell upon a stricken countryside too passive to organize for real defense. In a few cases closely related families would band together and watch in the gloom under one roof; but, in general there was only a repetition of the barricading of the night before, and a futile, ineffective gesture of loading muskets and setting pitchforks handily about. Nothing, however, occurred except some hill noises; and when the day came there were many who hoped that the new horror had gone as swiftly as it had come. There were even bold souls who proposed an offensive expedition down in the glen, though they did not venture to set an actual example to the still reluctant majority.",none
The Dunwich horror,"Thursday night began much like the others, but it ended less happily. The whippoorwills in the glen had screamed with such unusual persistence that many could not sleep, and about 3 a. m. all the party telephones rang tremulously. Those who took down their receivers heard a fright-mad voice shriek out, ""Help, oh, my Gawd!..."" and some thought a crashing sound followed the breaking off of the exclamation. There was nothing more. No one dared do anything, and no one knew till morning whence the call came. Then those who had heard it called everyone on the line, and found that only the Fryes did not reply. The truth appeared an hour later, when a hastily assembled group of armed men trudged out to the Frye place at the head of the glen. It was horrible, yet hardly a surprize. There were more swaths and monstrous prints, but there was no longer any house. It had caved in like an egg-shell, and amongst the ruins nothing living or dead could be discovered--only a stench and a tarry stickiness. The Elmer Fryes had been erased from Dunwich.",none
The Dunwich horror,"""Yes, Mis' Corey,"" came Sally's tremulous voice over the party wire, ""Cha'ncey he just come back a-post-in', and couldn't haff talk fer bein' scairt! He says Ol' Whateley's haouse is all blowed up, with the timbers scattered raound like they'd ben dynamite inside; only the bottom floor ain't through, but is all covered with a kind o' tarlike stuff that smells awful an' drips daown offen the aidges onto the graoun' whar the side timbers is blowed away. An' they's awful kinder marks in the yard, tew--great raound marks bigger raound than a hogshead, an' all sticky with stuff like is on the blowed-up haouse. Cha'ncey he says they leads off into the medders, whar a great swath wider'n a barn is matted daown, an' all the stun walls tumbled every which way wherever it goes.",none
The Dunwich horror,"Then Wesley Corey, who had taken the glass, cried out that Armitage was adjusting the sprayer which Rice held, and that something must be about to happen. The crowd stirred uneasily, recalling that this sprayer was expected to give the unseen horror a moment of visibility. Two or three men shut their eyes, but Curtis Whateley snatched back the telescope and strained his vision to the utmost. He saw that Rice, from the party's point of vantage above and behind the entity, had an excellent chance of spreading the potent powder with marvelous effect.",low
The Dunwich horror,"Earl Sawyer now took the telescope and reported the three figures as standing on the topmost ridge, virtually level with the altar-stone but at a considerable distance from it. One figure, he said, seemed to be raising its hands above its head at rhythmic intervals; and as Sawyer mentioned the circumstance the crowd seemed to hear a faint, half-musical sound from the distance, as if a loud chant were accompanying the gestures. The weird silhouette on that remote peak must have been a spectacle of infinite grotesqueness and impressiveness, but no observer was in a mood for esthetic appreciation. ""I guess he's sayin' the spell,"" whispered Wheeler as he snatched back the telescope. The whippoorwills were piping wildly, and in a singularly curious irregular rhythm quite unlike that of the visible ritual.",low
The Dunwich horror,"""I made some use of 'em,"" he would say as he tried to mend a torn black-letter page with paste prepared on the rusty kitchen stove, ""but the boy's fitten to make better use of 'em. He'd orter hev 'em as well sot as he kin for they're goin' to be all of his larnin'.""",none
The Dunwich horror,"""Inbreeding?"" Armitage muttered half aloud to himself. ""Great God, what simpletons! Show them Arthur Machen's _Great God Pan_ and they'll think it a common Dunwich scandal! But what thing--what cursed shapeless influence on or off this three-dimensioned earth--was Wilbur Whateley's father? Born on Candlemas--nine months after May Eve of 1912, when the talk about the queer earth noises reached clear to Arkham--what walked on the mountains that May Night? What Roodmas horror fastened itself on the world in half-human flesh and blood?""",none
The Dunwich horror,"That night everyone went home, and every house and barn was barricaded as stoutly as possible. Needless to say, no cattle were allowed to remain in open pasturage. About 2 in the morning a frightful stench and the savage barking of the dogs awakened the household at Elmer Frye's, on the eastern edge of Cold Spring Glen, and all agreed that they could hear a sort of muffled swishing or lapping sound from somewhere outside. Mrs. Frye proposed telephoning the neighbors, and Elmer was about to agree when the noise of splintering wood burst in upon their deliberations. It came, apparently, from the barn; and was quickly followed by a hideous screaming and stamping amongst the cattle. The dogs slavered and crouched close to the feet of the fear-numbed family. Frye lit a lantern through force of habit, but knew it would be death to go out into that black farmyard. The children and the women-folk whimpered, kept from screaming by some obscure, vestigial instinct of defense which told them their lives depended on silence. At last the noise of the cattle subsided to a pitiful moaning, and a great snapping, crashing, and crackling ensued. The Fryes, huddled together in the sitting-room, did not dare to move until the last echoes died away far down in Cold Spring Glen. Then, amidst the dismal moans from the stable and the demoniac piping of late whippoorwills in the glen, Selina Frye tottered to the telephone and spread what news she could of the second phase of the horror.",none
The Dunwich horror,"""More space, Willy, more space soon. Yew grows--an' _that_ grows faster. It'll be ready to sarve ye soon, boy. Open up the gates to Yog-Sothoth with the long chant that ye'll find on page 751 _of the complete edition_, an' _then_ put a match to the prison. Fire from airth can't burn it nohaow!""",none
The Dunwich horror,"Gorges and ravines of problematical depth intersect the way, and the crude wooden bridges always seem of dubious safety. When the road dips again there are stretches of marshland that one instinctively dislikes, and indeed almost fears at evening when unseen whippoorwills chatter and the fireflies come out in abnormal profusion to dance to the raucous, creepily insistent rhythms of stridently piping bullfrogs. The thin, shining line of the Miskatonic's upper reaches has an oddly serpentlike suggestion as it winds close to the feet of the domed hills among which it rises.",none
The Dunwich horror,"Suddenly the sunshine seemed to lessen without the intervention of any discernible cloud. It was a very peculiar phenomenon, and was plainly marked by all. A rumbling sound seemed brewing beneath the hills, mixed strangely with a concordant rumbling which clearly came from the sky. Lightning flashed aloft, and the wondering crowd looked in vain for the portents of storm. The chanting of the men from Arkham now became unmistakable, and Wheeler saw through the glass that they were all raising their arms in the rhythmic incantation. From some farmhouse far away came the frantic barking of dogs.",none
The Dunwich horror,"""We must follow it, boys."" He made his voice as reassuring as possible. ""I believe there's a chance of putting it out of business. You men know that those Whateleys were wizards--well, this thing is a thing of wizardry, and must be put down by the same means. I've seen Wilbur Whateley's diary and read some of the strange old books he used to read, and I think I know the right kind of a spell to recite to make the thing fade away. Of course, one can't be sure, but we can always take a chance. It's invisible--I knew it would be--but there's a powder in this long-distance sprayer that might make it show up for a second. Later on we'll try it. It's a frightful thing to have alive, but it isn't as bad as what Wilbur would have let in if he'd lived longer. You'll never know what the world has escaped. Now we've only this one thing to fight, and it can't multiply. It can, though, do a lot of harm; so we mustn't hesitate to rid the community of it.",low
The Dunwich horror,"There was a hideous screaming which echoed above even the hill noises and the dogs' barking on the night Wilbur was born, but no known doctor or midwife presided at his coming. Neighbors knew nothing of him till a week afterward, when Old Whateley drove his sleigh through the snow into Dunwich Village and discoursed incoherently to the group of loungers at Osborn's general store. There seemed to be a change in the old man--an added element of furtiveness in the clouded brain which subtly transformed him from an object to a subject of fear--though he was not one to be perturbed by any common family event. Amidst it all he showed some trace of the pride later noticed in his daughter, and what he said of the child's paternity was remembered by many of his hearers years afterward.",none
The Dunwich horror,"As the hills draw nearer, one heeds their wooded sides more than their stone-crowned tops. Those sides loom up so darkly and precipitously that one wishes they would keep their distance, but there is no road by which to escape them. Across a covered bridge one sees a small village huddled between the stream and the vertical slope of Round Mountain, and wonders at the cluster of rotting gambrel roofs bespeaking an earlier architectural period than that of the neighboring region. It is not reassuring to see, on a closer glance, that most of the houses are deserted and falling to ruin, and that the broken-steepled church now harbors the one slovenly mercantile establishment of the hamlet. One dreads to trust the tenebrous tunnel of the bridge, yet there is no way to avoid it. Once across, it is hard to prevent the impression of a faint, malign odor about the village street, as of the massed mold and decay of centuries. It is always a relief to get clear of the place, and to follow the narrow road around the base of the hills and across the level country beyond till it rejoins the Aylesbury pike. Afterward one sometimes learns that one has been through Dunwich.",none
The Dunwich horror,"""They whistle jest in tune with my breathin' naow,"" he said, ""an' I guess they're gittin' ready to ketch my soul. They know it's a-goin' aout, an' dun't calc'late to miss it. Yew'll know, boys, arter I'm gone, whether they git me er not. Ef they dew, they'll keep up a-singin' an' laffin' till break o' day. Ef they dun't, they'll kinder quiet daown like. I expeck them an' the souls they hunts fer hev some pretty tough tussles sometimes.""",low
The Dunwich horror,"At length they emerged on a muddy road to find the sun coming out. They were a little beyond the Seth Bishop place, but bent trees and hideously unmistakable tracks showed what had passed by. Only a few moments were consumed in surveying the ruins just around the bend. It was the Frye incident all over again, and nothing dead or living was found in either of the collapsed shells which had been the Bishop house and barn. No one cared to remain there amidst the stench and the tarry stickiness, but all turned instinctively to the line of horrible prints leading on toward the wrecked Whateley farmhouse and the altar-crowned slopes of Sentinel Hill.",none
The Dunwich horror,"But speech gave place to gasps again, and Lavinia screamed at the way the whippoorwills followed the change. It was the same for more than an hour, when the final throaty rattle came. Dr. Houghton drew shrunken lids over the glazing gray eyes as the tumult of birds faded imperceptibly to silence. Lavinia sobbed, but Wilbur only chuckled whilst the hill noises rumbled faintly.",none
The Dunwich horror,"""Nigh on a haour ago Zeb Whateley here heerd the 'phone a-ringin', an' it was Mis' Corey, George's wife that lives daown by the junction. She says the hired boy Luther was aout drivin' in the caows from the storm arter the big bolt, when he see all the trees a-bendin' at the maouth o' the glen--opposite side ter this--an' smelt the same awful smell like he smelt when he faound the big tracks las' Monday mornin'. An' she says he says they was a swishin', lappin' saound, more nor what the bendin' trees an' bushes could make, an' all on a suddent the trees along the rud begun ter git pushed one side, an' they was a awful stompin' an' splashin' in the mud. But mind ye, Luther he didn't see nothin' at all, only jest the bendin' trees an' underbrush.",none
The Dunwich horror,"It was in the township of Dunwich, in a large and partly inhabited farmhouse set against a hillside four miles from the village and a mile and a half from any other dwelling, that Wilbur Whateley was born at 5 a. m. on Sunday, the second of February, 1913. This date was recalled because it was Candlemas, which people in Dunwich curiously observe under another name; and because the noises in the hills had sounded, and all the dogs of the countryside had barked persistently, throughout the night before. Less worthy of notice was the fact that the mother was one of the decadent Whateleys, a somewhat deformed, unattractive albino woman of 35, living with an aged and half-insane father about whom the most frightful tales of wizardry had been whispered in his youth. Lavinia Whateley had no known husband, but according to the custom of the region made no attempt to disavow the child; concerning the other side of whose ancestry the country folk might--and did--speculate as widely as they chose. On the contrary, she seemed strangely proud of the dark, goatish-looking infant who formed such a contrast to her own sickly and pink-eyed albinism, and was heard to mutter many curious prophecies about its unusual powers and tremendous future.",none
The Dunwich horror,"On Lammas Night, 1924, Dr. Houghton of Aylesbury was hastily summoned by Wilbur Whateley, who had lashed his one remaining horse through the darkness and telephoned from Osborn's in the village. He found Old Whateley in a very grave state, with a cardiac action and stertorous breathing that told of an end not far off. The shapeless albino daughter and oddly bearded grandson stood by the bedside, whilst from the vacant abyss overhead there came a disquieting suggestion of rhythmical surging or lapping, as of the waves on some level beach. The doctor, though, was chiefly disturbed by the chattering night birds outside; a seemingly limitless legion of whippoorwills that cried their endless message in repetitions timed diabolically to the wheezing gasps of the dying man. It was uncanny and unnatural--too much, thought Dr. Houghton, like the whole of the region he had entered so reluctantly in response to the urgent call.",none
"The Garden Party, and Other Stories","“Size,” said Mrs. Stubbs. “Give me size. That was what my poor dear husband was always saying. He couldn’t stand anything small. Gave him the creeps. And, strange as it may seem, my dear”—here Mrs. Stubbs creaked and seemed to expand herself at the memory—“it was dropsy that carried him off at the larst. Many’s the time they drawn one and a half pints from ’im at the ’ospital... It seemed like a judgmint.”",none
"The Garden Party, and Other Stories","Yes, seven had gone, and while the six were still small her husband was taken ill with consumption. It was flour on the lungs, the doctor told her at the time.... Her husband sat up in bed with his shirt pulled over his head, and the doctor’s finger drew a circle on his back.",none
"The Garden Party, and Other Stories","Old Mr. Neave, forgotten, sank into the broad lap of his chair, and, dozing, heard them as though he dreamed. There was no doubt about it, he was tired out; he had lost his hold. Even Charlotte and the girls were too much for him to-night. They were too... too.... But all his drowsing brain could think of was—too _rich_ for him. And somewhere at the back of everything he was watching a little withered ancient man climbing up endless flights of stairs. Who was he?",high
"The Garden Party, and Other Stories","“Kind little lady,” said the fat man, and he pressed her a little closer, and hummed a bar of the waltz. “Of course,” he said, “you can’t hope to last anything like as long as that. No-o,” said the fat man, “long before that you’ll be sitting up there on the stage, looking on, in your nice black velvet. And these pretty arms will have turned into little short fat ones, and you’ll beat time with such a different kind of fan—a black bony one.” The fat man seemed to shudder. “And you’ll smile away like the poor old dears up there, and point to your daughter, and tell the elderly lady next to you how some dreadful man tried to kiss her at the club ball. And your heart will ache, ache”—the fat man squeezed her closer still, as if he really was sorry for that poor heart—“because no one wants to kiss you now. And you’ll say how unpleasant these polished floors are to walk on, how dangerous they are. Eh, Mademoiselle Twinkletoes?” said the fat man softly.",low
"The Garden Party, and Other Stories","... Goodness gracious!—What’s that? It’s the clock striking! And here I’ve been keeping you awake. Oh, madam, you ought to have stopped me.... Can I tuck in your feet? I always tuck in my lady’s feet, every night, just the same. And she says, “Good night, Ellen. Sleep sound and wake early!” I don’t know what I should do if she didn’t say that, now.",low
"The Garden Party, and Other Stories","To and fro, to and fro over the fine red sand on the floor of the dove house, walked the two doves. One was always in front of the other. One ran forward, uttering a little cry, and the other followed, solemnly bowing and bowing. “You see,” explained Anne, “the one in front, she’s Mrs. Dove. She looks at Mr. Dove and gives that little laugh and runs forward, and he follows her, bowing and bowing. And that makes her laugh again. Away she runs, and after her,” cried Anne, and she sat back on her heels, “comes poor Mr. Dove, bowing and bowing... and that’s their whole life. They never do anything else, you know.” She got up and took some yellow grains out of a bag on the roof of the dove house. “When you think of them, out in Rhodesia, Reggie, you can be sure that is what they will be doing....”",none
"The Garden Party, and Other Stories","The sunlight pressed through the windows, thieved its way in, flashed its light over the furniture and the photographs. Josephine watched it. When it came to mother’s photograph, the enlargement over the piano, it lingered as though puzzled to find so little remained of mother, except the earrings shaped like tiny pagodas and a black feather boa. Why did the photographs of dead people always fade so? wondered Josephine. As soon as a person was dead their photograph died too. But, of course, this one of mother was very old. It was thirty-five years old. Josephine remembered standing on a chair and pointing out that feather boa to Constantia and telling her that it was a snake that had killed their mother in Ceylon.... Would everything have been different if mother hadn’t died? She didn’t see why. Aunt Florence had lived with them until they had left school, and they had moved three times and had their yearly holiday and... and there’d been changes of servants, of course.",high
"The Garden Party, and Other Stories","“Floor’s not bad,” said the new voice. Did one always begin with the floor? And then, “Were you at the Neaves’ on Tuesday?” And again Leila explained. Perhaps it was a little strange that her partners were not more interested. For it was thrilling. Her first ball! She was only at the beginning of everything. It seemed to her that she had never known what the night was like before. Up till now it had been dark, silent, beautiful very often—oh yes—but mournful somehow. Solemn. And now it would never be like that again—it had opened dazzling bright.",high
"The Garden Party, and Other Stories","The tide was out; the beach was deserted; lazily flopped the warm sea. The sun beat down, beat down hot and fiery on the fine sand, baking the grey and blue and black and white-veined pebbles. It sucked up the little drop of water that lay in the hollow of the curved shells; it bleached the pink convolvulus that threaded through and through the sand-hills. Nothing seemed to move but the small sand-hoppers. Pit-pit-pit! They were never still.",none
"The Garden Party, and Other Stories","What was the matter with the man? This mania for conversation irritated Stanley beyond words. And it was always the same—always some piffle about a dream he’d had, or some cranky idea he’d got hold of, or some rot he’d been reading. Stanley turned over on his back and kicked with his legs till he was a living waterspout. But even then.... “I dreamed I was hanging over a terrifically high cliff, shouting to some one below.” You would be! thought Stanley. He could stick no more of it. He stopped splashing. “Look here, Trout,” he said, “I’m in rather a hurry this morning.”",high
"The Garden Party, and Other Stories","Light shone in the windows of the bungalow. Two square patches of gold fell upon the pinks and the peaked marigolds. Florrie, the cat, came out on to the veranda, and sat on the top step, her white paws close together, her tail curled round. She looked content, as though she had been waiting for this moment all day.",none
